island,i,j,lat,lon,depth
NI,1,72,-42.89569,177.67726,437.73337
NI,1,73,-42.89569,177.77101,417.13318
NI,1,74,-42.89569,177.86478,422.3529
NI,1,75,-42.89569,177.95853,417.03772
NI,1,76,-42.89569,178.05228,434.36157
NI,1,77,-42.89569,178.14603,463.3717
NI,1,78,-42.89569,178.23978,513.34576
NI,1,79,-42.89569,178.33353,576.876
NI,1,80,-42.89569,178.42728,638.884
NI,1,81,-42.89569,178.52103,699.62036
NI,1,82,-42.89569,178.61478,745.3773
NI,1,83,-42.89569,178.70853,783.7808
NI,1,84,-42.89569,178.80229,802.8803
NI,1,85,-42.89569,178.89604,813.9623
NI,1,86,-42.89569,178.98979,829.67285
NI,1,87,-42.89569,179.08354,843.208
NI,1,88,-42.89569,179.17729,847.0807
NI,1,89,-42.89569,179.27104,837.6642
NI,1,90,-42.89569,179.36479,820.0224
NI,2,0,-42.801937,170.92715,0
NI,2,1,-42.801937,171.0209,5.847837
NI,2,2,-42.801937,171.11465,0
NI,2,3,-42.801937,171.2084,0
NI,2,4,-42.801937,171.30215,0
NI,2,5,-42.801937,171.39592,0
NI,2,6,-42.801937,171.48967,0
NI,2,7,-42.801937,171.58342,0
NI,2,8,-42.801937,171.67717,0
NI,2,9,-42.801937,171.77092,0
NI,2,10,-42.801937,171.86467,0
NI,2,11,-42.801937,171.95842,0
NI,2,12,-42.801937,172.05217,0
NI,2,13,-42.801937,172.14592,0
NI,2,14,-42.801937,172.23967,0
NI,2,15,-42.801937,172.33344,0
NI,2,16,-42.801937,172.42719,0
NI,2,17,-42.801937,172.52094,0
NI,2,18,-42.801937,172.61469,0
NI,2,19,-42.801937,172.70844,0
NI,2,20,-42.801937,172.80219,0
NI,2,21,-42.801937,172.89594,0
NI,2,22,-42.801937,172.98969,0
NI,2,23,-42.801937,173.08344,0
NI,2,24,-42.801937,173.17719,0
NI,2,25,-42.801937,173.27095,0
NI,2,26,-42.801937,173.3647,0
NI,2,27,-42.801937,173.45845,60.701168
NI,2,28,-42.801937,173.5522,125.177704
NI,2,29,-42.801937,173.64595,122.19609
NI,2,30,-42.801937,173.7397,695.6068
NI,2,31,-42.801937,173.83345,1062.7173
NI,2,32,-42.801937,173.9272,1495.688
NI,2,33,-42.801937,174.02095,1826.6268
NI,2,34,-42.801937,174.1147,1506.4401
NI,2,35,-42.801937,174.20847,1632.1082
NI,2,36,-42.801937,174.30222,1550.0118
NI,2,37,-42.801937,174.39597,1369.1842
NI,2,38,-42.801937,174.48972,1312.3486
NI,2,39,-42.801937,174.58347,1263.1218
NI,2,40,-42.801937,174.67722,1175.0022
NI,2,41,-42.801937,174.77097,1108.1779
NI,2,42,-42.801937,174.86472,1069.3003
NI,2,43,-42.801937,174.95847,1046.0824
NI,2,44,-42.801937,175.05222,992.544
NI,2,45,-42.801937,175.14598,942.78784
NI,2,46,-42.801937,175.23973,901.9591
NI,2,47,-42.801937,175.33348,861.93005
NI,2,48,-42.801937,175.42723,837.03
NI,2,49,-42.801937,175.52098,816.53827
NI,2,50,-42.801937,175.61473,799.03625
NI,2,51,-42.801937,175.70848,783.7717
NI,2,52,-42.801937,175.80223,764.8259
NI,2,53,-42.801937,175.89598,746.59644
NI,2,54,-42.801937,175.98975,719.5031
NI,2,55,-42.801937,176.0835,686.7128
NI,2,56,-42.801937,176.17725,653.8123
NI,2,57,-42.801937,176.271,632.2384
NI,2,58,-42.801937,176.36475,597.7149
NI,2,59,-42.801937,176.4585,551.0662
NI,2,60,-42.801937,176.55225,552.993
NI,2,61,-42.801937,176.646,537.5231
NI,2,62,-42.801937,176.73975,529.0276
NI,2,63,-42.801937,176.8335,528.42926
NI,2,64,-42.801937,176.92726,536.3389
NI,2,65,-42.801937,177.02101,542.2358
NI,2,66,-42.801937,177.11476,554.55457
NI,2,67,-42.801937,177.20851,598.8877
NI,2,68,-42.801937,177.30226,596.8559
NI,2,69,-42.801937,177.39601,635.00543
NI,2,70,-42.801937,177.48976,652.39636
NI,2,71,-42.801937,177.58351,657.7381
NI,2,72,-42.801937,177.67726,642.02673
NI,2,73,-42.801937,177.77101,634.16797
NI,2,74,-42.801937,177.86478,599.84546
NI,2,75,-42.801937,177.95853,619.6685
NI,2,76,-42.801937,178.05228,671.56866
NI,2,77,-42.801937,178.14603,757.86194
NI,2,78,-42.801937,178.23978,861.1251
NI,2,79,-42.801937,178.33353,935.6054
NI,2,80,-42.801937,178.42728,986.4832
NI,2,81,-42.801937,178.52103,1035.9741
NI,2,82,-42.801937,178.61478,1074.6082
NI,2,83,-42.801937,178.70853,1116.463
NI,2,84,-42.801937,178.80229,1146.8108
NI,2,85,-42.801937,178.89604,1144.0125
NI,2,86,-42.801937,178.98979,1147.1544
NI,2,87,-42.801937,179.08354,1151.854
NI,2,88,-42.801937,179.17729,1167.4843
NI,2,89,-42.801937,179.27104,1146.2626
NI,2,90,-42.801937,179.36479,1111.411
NI,3,0,-42.708187,170.92715,18.698303
NI,3,1,-42.708187,171.0209,0
NI,3,2,-42.708187,171.11465,0
NI,3,3,-42.708187,171.2084,0
NI,3,4,-42.708187,171.30215,0
NI,3,5,-42.708187,171.39592,0
NI,3,6,-42.708187,171.48967,0
NI,3,7,-42.708187,171.58342,0
NI,3,8,-42.708187,171.67717,0
NI,3,9,-42.708187,171.77092,0
NI,3,10,-42.708187,171.86467,0
NI,3,11,-42.708187,171.95842,0
NI,3,12,-42.708187,172.05217,0
NI,3,13,-42.708187,172.14592,0
NI,3,14,-42.708187,172.23967,0
NI,3,15,-42.708187,172.33344,0
NI,3,16,-42.708187,172.42719,0
NI,3,17,-42.708187,172.52094,0
NI,3,18,-42.708187,172.61469,0
NI,3,19,-42.708187,172.70844,0
NI,3,20,-42.708187,172.80219,0
NI,3,21,-42.708187,172.89594,0
NI,3,22,-42.708187,172.98969,0
NI,3,23,-42.708187,173.08344,0
NI,3,24,-42.708187,173.17719,0
NI,3,25,-42.708187,173.27095,0
NI,3,26,-42.708187,173.3647,0
NI,3,27,-42.708187,173.45845,26.158642
NI,3,28,-42.708187,173.5522,313.14838
NI,3,29,-42.708187,173.64595,119.55311
NI,3,30,-42.708187,173.7397,985.37976
NI,3,31,-42.708187,173.83345,1453.785
NI,3,32,-42.708187,173.9272,1721.2645
NI,3,33,-42.708187,174.02095,2025.2905
NI,3,34,-42.708187,174.1147,1866.0839
NI,3,35,-42.708187,174.20847,1764.2188
NI,3,36,-42.708187,174.30222,1731.6149
NI,3,37,-42.708187,174.39597,1768.5662
NI,3,38,-42.708187,174.48972,1633.8064
NI,3,39,-42.708187,174.58347,1514.1985
NI,3,40,-42.708187,174.67722,1493.9646
NI,3,41,-42.708187,174.77097,1353.4431
NI,3,42,-42.708187,174.86472,1294.9374
NI,3,43,-42.708187,174.95847,1266.7701
NI,3,44,-42.708187,175.05222,1279.7809
NI,3,45,-42.708187,175.14598,1256.9573
NI,3,46,-42.708187,175.23973,1199.9789
NI,3,47,-42.708187,175.33348,1129.081
NI,3,48,-42.708187,175.42723,1078.557
NI,3,49,-42.708187,175.52098,1046.6926
NI,3,50,-42.708187,175.61473,1032.4099
NI,3,51,-42.708187,175.70848,1016.2551
NI,3,52,-42.708187,175.80223,988.83936
NI,3,53,-42.708187,175.89598,957.64734
NI,3,54,-42.708187,175.98975,970.5366
NI,3,55,-42.708187,176.0835,875.8927
NI,3,56,-42.708187,176.17725,848.7235
NI,3,57,-42.708187,176.271,823.7936
NI,3,58,-42.708187,176.36475,826.0686
NI,3,59,-42.708187,176.4585,815.51056
NI,3,60,-42.708187,176.55225,831.42847
NI,3,61,-42.708187,176.646,838.477
NI,3,62,-42.708187,176.73975,869.0492
NI,3,63,-42.708187,176.8335,878.131
NI,3,64,-42.708187,176.92726,891.2666
NI,3,65,-42.708187,177.02101,895.8851
NI,3,66,-42.708187,177.11476,906.7968
NI,3,67,-42.708187,177.20851,935.0687
NI,3,68,-42.708187,177.30226,975.7738
NI,3,69,-42.708187,177.39601,997.183
NI,3,70,-42.708187,177.48976,1038.8213
NI,3,71,-42.708187,177.58351,1036.7383
NI,3,72,-42.708187,177.67726,1018.5022
NI,3,73,-42.708187,177.77101,987.3823
NI,3,74,-42.708187,177.86478,972.43604
NI,3,75,-42.708187,177.95853,977.62354
NI,3,76,-42.708187,178.05228,1004.04956
NI,3,77,-42.708187,178.14603,1149.9563
NI,3,78,-42.708187,178.23978,1232.1141
NI,3,79,-42.708187,178.33353,1288.2335
NI,3,80,-42.708187,178.42728,1345.9048
NI,3,81,-42.708187,178.52103,1394.182
NI,3,82,-42.708187,178.61478,1438.5419
NI,3,83,-42.708187,178.70853,1536.44
NI,3,84,-42.708187,178.80229,1663.1396
NI,3,85,-42.708187,178.89604,1565.1586
NI,3,86,-42.708187,178.98979,1517.4819
NI,3,87,-42.708187,179.08354,1519.8153
NI,3,88,-42.708187,179.17729,1544.6978
NI,3,89,-42.708187,179.27104,1513.7987
NI,3,90,-42.708187,179.36479,1460.8185
NI,4,0,-42.614433,170.92715,71.45377
NI,4,1,-42.614433,171.0209,19.717375
NI,4,2,-42.614433,171.11465,0
NI,4,3,-42.614433,171.2084,0
NI,4,4,-42.614433,171.30215,0
NI,4,5,-42.614433,171.39592,0
NI,4,6,-42.614433,171.48967,0
NI,4,7,-42.614433,171.58342,0
NI,4,8,-42.614433,171.67717,0
NI,4,9,-42.614433,171.77092,0
NI,4,10,-42.614433,171.86467,0
NI,4,11,-42.614433,171.95842,0
NI,4,12,-42.614433,172.05217,0
NI,4,13,-42.614433,172.14592,0
NI,4,14,-42.614433,172.23967,0
NI,4,15,-42.614433,172.33344,0
NI,4,16,-42.614433,172.42719,0
NI,4,17,-42.614433,172.52094,0
NI,4,18,-42.614433,172.61469,0
NI,4,19,-42.614433,172.70844,0
NI,4,20,-42.614433,172.80219,0
NI,4,21,-42.614433,172.89594,0
NI,4,22,-42.614433,172.98969,0
NI,4,23,-42.614433,173.08344,0
NI,4,24,-42.614433,173.17719,0
NI,4,25,-42.614433,173.27095,0
NI,4,26,-42.614433,173.3647,0
NI,4,27,-42.614433,173.45845,0
NI,4,28,-42.614433,173.5522,125.989555
NI,4,29,-42.614433,173.64595,485.74127
NI,4,30,-42.614433,173.7397,1469.8545
NI,4,31,-42.614433,173.83345,1129.5673
NI,4,32,-42.614433,173.9272,1713.4451
NI,4,33,-42.614433,174.02095,2015.8807
NI,4,34,-42.614433,174.1147,2128.4617
NI,4,35,-42.614433,174.20847,2090.0671
NI,4,36,-42.614433,174.30222,1961.1672
NI,4,37,-42.614433,174.39597,1908.5841
NI,4,38,-42.614433,174.48972,1975.9258
NI,4,39,-42.614433,174.58347,1849.9642
NI,4,40,-42.614433,174.67722,1695.4541
NI,4,41,-42.614433,174.77097,1752.8997
NI,4,42,-42.614433,174.86472,1623.6973
NI,4,43,-42.614433,174.95847,1528.548
NI,4,44,-42.614433,175.05222,1537.0043
NI,4,45,-42.614433,175.14598,1576.494
NI,4,46,-42.614433,175.23973,1624.7504
NI,4,47,-42.614433,175.33348,1558.3198
NI,4,48,-42.614433,175.42723,1401.7606
NI,4,49,-42.614433,175.52098,1352.3691
NI,4,50,-42.614433,175.61473,1367.3688
NI,4,51,-42.614433,175.70848,1343.3413
NI,4,52,-42.614433,175.80223,1298.8447
NI,4,53,-42.614433,175.89598,1239.3809
NI,4,54,-42.614433,175.98975,1182.1477
NI,4,55,-42.614433,176.0835,1113.3237
NI,4,56,-42.614433,176.17725,1086.2418
NI,4,57,-42.614433,176.271,1096.2281
NI,4,58,-42.614433,176.36475,1102.0458
NI,4,59,-42.614433,176.4585,1134.9008
NI,4,60,-42.614433,176.55225,1192.2843
NI,4,61,-42.614433,176.646,1214.0709
NI,4,62,-42.614433,176.73975,1238.7937
NI,4,63,-42.614433,176.8335,1233.5249
NI,4,64,-42.614433,176.92726,1244.3296
NI,4,65,-42.614433,177.02101,1256.3796
NI,4,66,-42.614433,177.11476,1273.9824
NI,4,67,-42.614433,177.20851,1322.4165
NI,4,68,-42.614433,177.30226,1456.1685
NI,4,69,-42.614433,177.39601,1684.1825
NI,4,70,-42.614433,177.48976,1665.2552
NI,4,71,-42.614433,177.58351,1676.6066
NI,4,72,-42.614433,177.67726,1605.6265
NI,4,73,-42.614433,177.77101,1411.906
NI,4,74,-42.614433,177.86478,1401.0789
NI,4,75,-42.614433,177.95853,1290.2021
NI,4,76,-42.614433,178.05228,1347.6245
NI,4,77,-42.614433,178.14603,1598.8081
NI,4,78,-42.614433,178.23978,1750.4734
NI,4,79,-42.614433,178.33353,1844.4669
NI,4,80,-42.614433,178.42728,1901.2249
NI,4,81,-42.614433,178.52103,1930.1854
NI,4,82,-42.614433,178.61478,2028.7324
NI,4,83,-42.614433,178.70853,2127.3787
NI,4,84,-42.614433,178.80229,2183.3064
NI,4,85,-42.614433,178.89604,2148.552
NI,4,86,-42.614433,178.98979,2189.0452
NI,4,87,-42.614433,179.08354,2121.2148
NI,4,88,-42.614433,179.17729,2171.537
NI,4,89,-42.614433,179.27104,2106.4517
NI,4,90,-42.614433,179.36479,1941.3405
NI,5,0,-42.520683,170.92715,123.43798
NI,5,1,-42.520683,171.0209,51.989456
NI,5,2,-42.520683,171.11465,12.516535
NI,5,3,-42.520683,171.2084,0
NI,5,4,-42.520683,171.30215,0
NI,5,5,-42.520683,171.39592,0
NI,5,6,-42.520683,171.48967,0
NI,5,7,-42.520683,171.58342,0
NI,5,8,-42.520683,171.67717,0
NI,5,9,-42.520683,171.77092,0
NI,5,10,-42.520683,171.86467,0
NI,5,11,-42.520683,171.95842,0
NI,5,12,-42.520683,172.05217,0
NI,5,13,-42.520683,172.14592,0
NI,5,14,-42.520683,172.23967,0
NI,5,15,-42.520683,172.33344,0
NI,5,16,-42.520683,172.42719,0
NI,5,17,-42.520683,172.52094,0
NI,5,18,-42.520683,172.61469,0
NI,5,19,-42.520683,172.70844,0
NI,5,20,-42.520683,172.80219,0
NI,5,21,-42.520683,172.89594,0
NI,5,22,-42.520683,172.98969,0
NI,5,23,-42.520683,173.08344,0
NI,5,24,-42.520683,173.17719,0
NI,5,25,-42.520683,173.27095,0
NI,5,26,-42.520683,173.3647,0
NI,5,27,-42.520683,173.45845,0
NI,5,28,-42.520683,173.5522,71.10083
NI,5,29,-42.520683,173.64595,522.80316
NI,5,30,-42.520683,173.7397,913.73047
NI,5,31,-42.520683,173.83345,1011.70276
NI,5,32,-42.520683,173.9272,1060.4132
NI,5,33,-42.520683,174.02095,1531.8892
NI,5,34,-42.520683,174.1147,2148.5002
NI,5,35,-42.520683,174.20847,2240.9368
NI,5,36,-42.520683,174.30222,2278.7456
NI,5,37,-42.520683,174.39597,2348.7356
NI,5,38,-42.520683,174.48972,2147.8433
NI,5,39,-42.520683,174.58347,2118.346
NI,5,40,-42.520683,174.67722,2133.044
NI,5,41,-42.520683,174.77097,2019.406
NI,5,42,-42.520683,174.86472,2026.745
NI,5,43,-42.520683,174.95847,1963.1624
NI,5,44,-42.520683,175.05222,1895.3203
NI,5,45,-42.520683,175.14598,1907.7606
NI,5,46,-42.520683,175.23973,1911.5355
NI,5,47,-42.520683,175.33348,1957.1831
NI,5,48,-42.520683,175.42723,1918.4849
NI,5,49,-42.520683,175.52098,1698.7164
NI,5,50,-42.520683,175.61473,1669.305
NI,5,51,-42.520683,175.70848,1728.0833
NI,5,52,-42.520683,175.80223,1653.2535
NI,5,53,-42.520683,175.89598,1623.3862
NI,5,54,-42.520683,175.98975,1516.4832
NI,5,55,-42.520683,176.0835,1417.1511
NI,5,56,-42.520683,176.17725,1391.6329
NI,5,57,-42.520683,176.271,1423.7971
NI,5,58,-42.520683,176.36475,1478.4749
NI,5,59,-42.520683,176.4585,1524.362
NI,5,60,-42.520683,176.55225,1630.8228
NI,5,61,-42.520683,176.646,1682.005
NI,5,62,-42.520683,176.73975,1704.968
NI,5,63,-42.520683,176.8335,1757.837
NI,5,64,-42.520683,176.92726,1740.7246
NI,5,65,-42.520683,177.02101,1808.2117
NI,5,66,-42.520683,177.11476,1837.6929
NI,5,67,-42.520683,177.20851,1963.7904
NI,5,68,-42.520683,177.30226,2216.1726
NI,5,69,-42.520683,177.39601,2364.2903
NI,5,70,-42.520683,177.48976,2378.8948
NI,5,71,-42.520683,177.58351,2365.6023
NI,5,72,-42.520683,177.67726,2307.9897
NI,5,73,-42.520683,177.77101,2217.9888
NI,5,74,-42.520683,177.86478,2072.1309
NI,5,75,-42.520683,177.95853,1755.5157
NI,5,76,-42.520683,178.05228,2093.3076
NI,5,77,-42.520683,178.14603,2260.845
NI,5,78,-42.520683,178.23978,2303.9263
NI,5,79,-42.520683,178.33353,2300.7905
NI,5,80,-42.520683,178.42728,2311.665
NI,5,81,-42.520683,178.52103,2321.3206
NI,5,82,-42.520683,178.61478,2348.132
NI,5,83,-42.520683,178.70853,2317.4246
NI,5,84,-42.520683,178.80229,2315.9712
NI,5,85,-42.520683,178.89604,2307.0828
NI,5,86,-42.520683,178.98979,2299.8877
NI,5,87,-42.520683,179.08354,2273.7795
NI,5,88,-42.520683,179.17729,2244.245
NI,5,89,-42.520683,179.27104,2255.7688
NI,5,90,-42.520683,179.36479,2218.0767
NI,6,0,-42.426933,170.92715,135.00084
NI,6,1,-42.426933,171.0209,86.43799
NI,6,2,-42.426933,171.11465,26.335962
NI,6,3,-42.426933,171.2084,0
NI,6,4,-42.426933,171.30215,0
NI,6,5,-42.426933,171.39592,0
NI,6,6,-42.426933,171.48967,0
NI,6,7,-42.426933,171.58342,0
NI,6,8,-42.426933,171.67717,0
NI,6,9,-42.426933,171.77092,0
NI,6,10,-42.426933,171.86467,0
NI,6,11,-42.426933,171.95842,0
NI,6,12,-42.426933,172.05217,0
NI,6,13,-42.426933,172.14592,0
NI,6,14,-42.426933,172.23967,0
NI,6,15,-42.426933,172.33344,0
NI,6,16,-42.426933,172.42719,0
NI,6,17,-42.426933,172.52094,0
NI,6,18,-42.426933,172.61469,0
NI,6,19,-42.426933,172.70844,0
NI,6,20,-42.426933,172.80219,0
NI,6,21,-42.426933,172.89594,0
NI,6,22,-42.426933,172.98969,0
NI,6,23,-42.426933,173.08344,0
NI,6,24,-42.426933,173.17719,0
NI,6,25,-42.426933,173.27095,0
NI,6,26,-42.426933,173.3647,0
NI,6,27,-42.426933,173.45845,0
NI,6,28,-42.426933,173.5522,0
NI,6,29,-42.426933,173.64595,16.305288
NI,6,30,-42.426933,173.7397,46.52853
NI,6,31,-42.426933,173.83345,559.3443
NI,6,32,-42.426933,173.9272,1007.4979
NI,6,33,-42.426933,174.02095,1075.8239
NI,6,34,-42.426933,174.1147,1520.0067
NI,6,35,-42.426933,174.20847,1491.4083
NI,6,36,-42.426933,174.30222,1640.0903
NI,6,37,-42.426933,174.39597,1797.5199
NI,6,38,-42.426933,174.48972,2171.413
NI,6,39,-42.426933,174.58347,2447.9248
NI,6,40,-42.426933,174.67722,2524.6143
NI,6,41,-42.426933,174.77097,2388.1501
NI,6,42,-42.426933,174.86472,2367.697
NI,6,43,-42.426933,174.95847,2374.3735
NI,6,44,-42.426933,175.05222,2379.5994
NI,6,45,-42.426933,175.14598,2379.1106
NI,6,46,-42.426933,175.23973,2373.4238
NI,6,47,-42.426933,175.33348,2376.9263
NI,6,48,-42.426933,175.42723,2332.3643
NI,6,49,-42.426933,175.52098,2404.0237
NI,6,50,-42.426933,175.61473,2325.6482
NI,6,51,-42.426933,175.70848,2134.5007
NI,6,52,-42.426933,175.80223,2043.2395
NI,6,53,-42.426933,175.89598,2053.8013
NI,6,54,-42.426933,175.98975,2024.4814
NI,6,55,-42.426933,176.0835,1883.2455
NI,6,56,-42.426933,176.17725,1902.903
NI,6,57,-42.426933,176.271,1939.1616
NI,6,58,-42.426933,176.36475,2138.9583
NI,6,59,-42.426933,176.4585,2226.0461
NI,6,60,-42.426933,176.55225,2399.299
NI,6,61,-42.426933,176.646,2431.1057
NI,6,62,-42.426933,176.73975,2444.6128
NI,6,63,-42.426933,176.8335,2472.9026
NI,6,64,-42.426933,176.92726,2605.5627
NI,6,65,-42.426933,177.02101,2660.3914
NI,6,66,-42.426933,177.11476,2654.0774
NI,6,67,-42.426933,177.20851,2605.3577
NI,6,68,-42.426933,177.30226,2527.805
NI,6,69,-42.426933,177.39601,2482.7476
NI,6,70,-42.426933,177.48976,2424.4727
NI,6,71,-42.426933,177.58351,2432.45
NI,6,72,-42.426933,177.67726,2451.0513
NI,6,73,-42.426933,177.77101,2419.9485
NI,6,74,-42.426933,177.86478,2399.9905
NI,6,75,-42.426933,177.95853,2367.0056
