island,i,j,lat,lon,depth
NI,73,1,-36.145576,171.0209,1978.608
NI,73,2,-36.145576,171.11465,1860.0331
NI,73,3,-36.145576,171.2084,1776.0422
NI,73,4,-36.145576,171.30215,1749.3724
NI,73,5,-36.145576,171.39592,1745.7794
NI,73,6,-36.145576,171.48967,1746.7898
NI,73,7,-36.145576,171.58342,1738.4989
NI,73,8,-36.145576,171.67717,1724.8518
NI,73,9,-36.145576,171.77092,1708.4227
NI,73,10,-36.145576,171.86467,1693.1759
NI,73,11,-36.145576,171.95842,1678.5664
NI,73,12,-36.145576,172.05217,1628.7815
NI,73,13,-36.145576,172.14592,1637.2402
NI,73,14,-36.145576,172.23967,1550.7389
NI,73,15,-36.145576,172.33344,1520.6912
NI,73,16,-36.145576,172.42719,1495.4553
NI,73,17,-36.145576,172.52094,1486.2222
NI,73,18,-36.145576,172.61469,1440.3756
NI,73,19,-36.145576,172.70844,1400.3683
NI,73,20,-36.145576,172.80219,1346.8159
NI,73,21,-36.145576,172.89594,1286.6597
NI,73,22,-36.145576,172.98969,1213.4562
NI,73,23,-36.145576,173.08344,1112.8727
NI,73,24,-36.145576,173.17719,1010.55066
NI,73,25,-36.145576,173.27095,805.72015
NI,73,26,-36.145576,173.3647,630.2045
NI,73,27,-36.145576,173.45845,546.06506
NI,73,28,-36.145576,173.5522,498.74637
NI,73,29,-36.145576,173.64595,189.69363
NI,73,30,-36.145576,173.7397,69.1744
NI,73,31,-36.145576,173.83345,40.76624
NI,73,32,-36.145576,173.9272,0
NI,73,33,-36.145576,174.02095,0
NI,73,34,-36.145576,174.1147,0
NI,73,35,-36.145576,174.20847,7.998363
NI,73,36,-36.145576,174.30222,0
NI,73,37,-36.145576,174.39597,0
NI,73,38,-36.145576,174.48972,0
NI,73,39,-36.145576,174.58347,0
NI,73,40,-36.145576,174.67722,42.30553
NI,73,41,-36.145576,174.77097,50.64934
NI,73,42,-36.145576,174.86472,60.017876
NI,73,43,-36.145576,174.95847,52.041306
NI,73,44,-36.145576,175.05222,67.17317
NI,73,45,-36.145576,175.14598,69.99974
NI,73,46,-36.145576,175.23973,73.36595
NI,73,47,-36.145576,175.33348,0
NI,73,48,-36.145576,175.42723,3.6701
NI,73,49,-36.145576,175.52098,61.565174
NI,73,50,-36.145576,175.61473,103.16643
NI,73,51,-36.145576,175.70848,135.25465
NI,73,52,-36.145576,175.80223,152.59488
NI,73,53,-36.145576,175.89598,170.29501
NI,73,54,-36.145576,175.98975,189.70274
NI,73,55,-36.145576,176.0835,197.83707
NI,73,56,-36.145576,176.17725,254.868
NI,73,57,-36.145576,176.271,493.6282
NI,73,58,-36.145576,176.36475,744.29846
NI,73,59,-36.145576,176.4585,1121.9938
NI,73,60,-36.145576,176.55225,1483.6367
NI,73,61,-36.145576,176.646,1651.3094
NI,73,62,-36.145576,176.73975,1001.73834
NI,73,63,-36.145576,176.8335,2477.5269
NI,73,64,-36.145576,176.92726,2589.167
NI,73,65,-36.145576,177.02101,2726.843
NI,73,66,-36.145576,177.11476,2657.4448
NI,73,67,-36.145576,177.20851,2665.6748
NI,73,68,-36.145576,177.30226,2396.5266
NI,73,69,-36.145576,177.39601,2215.9756
NI,73,70,-36.145576,177.48976,2690.621
NI,73,71,-36.145576,177.58351,3025.3481
NI,73,72,-36.145576,177.67726,2964.3542
NI,73,73,-36.145576,177.77101,2600.0356
NI,73,74,-36.145576,177.86478,2279.028
NI,73,75,-36.145576,177.95853,2157.173
NI,73,76,-36.145576,178.05228,1733.6626
NI,73,77,-36.145576,178.14603,1813.7859
NI,73,78,-36.145576,178.23978,1647.8566
NI,73,79,-36.145576,178.33353,2391.7913
NI,73,80,-36.145576,178.42728,2043.7275
NI,73,81,-36.145576,178.52103,2484.54
NI,73,82,-36.145576,178.61478,2479.6252
NI,73,83,-36.145576,178.70853,2479.3765
NI,73,84,-36.145576,178.80229,2484.535
NI,73,85,-36.145576,178.89604,2487.2988
NI,73,86,-36.145576,178.98979,2489.5833
NI,73,87,-36.145576,179.08354,2500.279
NI,73,88,-36.145576,179.17729,2506.6814
NI,73,89,-36.145576,179.27104,2564.598
NI,73,90,-36.145576,179.36479,2594.3257
NI,74,0,-36.051826,170.92715,2058.5625
NI,74,1,-36.051826,171.0209,1936.3993
NI,74,2,-36.051826,171.11465,1733.3099
NI,74,3,-36.051826,171.2084,1690.0892
NI,74,4,-36.051826,171.30215,1689.6959
NI,74,5,-36.051826,171.39592,1698.5065
NI,74,6,-36.051826,171.48967,1707.2352
NI,74,7,-36.051826,171.58342,1698.0859
NI,74,8,-36.051826,171.67717,1682.9631
NI,74,9,-36.051826,171.77092,1659.3289
NI,74,10,-36.051826,171.86467,1640.0726
NI,74,11,-36.051826,171.95842,1653.1174
NI,74,12,-36.051826,172.05217,1615.1189
NI,74,13,-36.051826,172.14592,1537.932
NI,74,14,-36.051826,172.23967,1500.3092
NI,74,15,-36.051826,172.33344,1486.3595
NI,74,16,-36.051826,172.42719,1453.7017
NI,74,17,-36.051826,172.52094,1426.088
NI,74,18,-36.051826,172.61469,1381.918
NI,74,19,-36.051826,172.70844,1273.4166
NI,74,20,-36.051826,172.80219,1189.5339
NI,74,21,-36.051826,172.89594,1091.39
NI,74,22,-36.051826,172.98969,1032.814
NI,74,23,-36.051826,173.08344,942.4704
NI,74,24,-36.051826,173.17719,858.40424
NI,74,25,-36.051826,173.27095,612.94403
NI,74,26,-36.051826,173.3647,475.42404
NI,74,27,-36.051826,173.45845,387.40164
NI,74,28,-36.051826,173.5522,273.85547
NI,74,29,-36.051826,173.64595,92.42361
NI,74,30,-36.051826,173.7397,51.041183
NI,74,31,-36.051826,173.83345,0
NI,74,32,-36.051826,173.9272,0
NI,74,33,-36.051826,174.02095,0
NI,74,34,-36.051826,174.1147,0
NI,74,35,-36.051826,174.20847,0
NI,74,36,-36.051826,174.30222,0
NI,74,37,-36.051826,174.39597,0
NI,74,38,-36.051826,174.48972,0
NI,74,39,-36.051826,174.58347,0
NI,74,40,-36.051826,174.67722,49.993702
NI,74,41,-36.051826,174.77097,60.01866
NI,74,42,-36.051826,174.86472,69.71521
NI,74,43,-36.051826,174.95847,76.48902
NI,74,44,-36.051826,175.05222,74.51151
NI,74,45,-36.051826,175.14598,82.33009
NI,74,46,-36.051826,175.23973,88.70469
NI,74,47,-36.051826,175.33348,79.26507
NI,74,48,-36.051826,175.42723,54.84569
NI,74,49,-36.051826,175.52098,101.73681
NI,74,50,-36.051826,175.61473,117.792435
NI,74,51,-36.051826,175.70848,130.7595
NI,74,52,-36.051826,175.80223,180.43532
NI,74,53,-36.051826,175.89598,181.9334
NI,74,54,-36.051826,175.98975,209.33655
NI,74,55,-36.051826,176.0835,200.99426
NI,74,56,-36.051826,176.17725,244.4471
NI,74,57,-36.051826,176.271,510.0638
NI,74,58,-36.051826,176.36475,757.48193
NI,74,59,-36.051826,176.4585,1035.7256
NI,74,60,-36.051826,176.55225,1261.0394
NI,74,61,-36.051826,176.646,1869.1962
NI,74,62,-36.051826,176.73975,2125.7078
NI,74,63,-36.051826,176.8335,2253.916
NI,74,64,-36.051826,176.92726,2603.2498
NI,74,65,-36.051826,177.02101,2618.5884
NI,74,66,-36.051826,177.11476,2643.1118
NI,74,67,-36.051826,177.20851,2648.9458
NI,74,68,-36.051826,177.30226,1961.7689
NI,74,69,-36.051826,177.39601,2253.2632
NI,74,70,-36.051826,177.48976,2223.0881
NI,74,71,-36.051826,177.58351,2639.6172
NI,74,72,-36.051826,177.67726,2750.1094
NI,74,73,-36.051826,177.77101,2449.672
NI,74,74,-36.051826,177.86478,2397.9246
NI,74,75,-36.051826,177.95853,2045.9802
NI,74,76,-36.051826,178.05228,1747.3293
NI,74,77,-36.051826,178.14603,2015.2876
NI,74,78,-36.051826,178.23978,2649.94
NI,74,79,-36.051826,178.33353,2701.48
NI,74,80,-36.051826,178.42728,2390.2036
NI,74,81,-36.051826,178.52103,2471.7366
NI,74,82,-36.051826,178.61478,2483.553
NI,74,83,-36.051826,178.70853,2482.8867
NI,74,84,-36.051826,178.80229,2485.7417
NI,74,85,-36.051826,178.89604,2491.728
NI,74,86,-36.051826,178.98979,2498.7905
NI,74,87,-36.051826,179.08354,2508.071
NI,74,88,-36.051826,179.17729,2519.514
NI,74,89,-36.051826,179.27104,2551.6904
NI,74,90,-36.051826,179.36479,2584.3657
NI,75,0,-35.958073,170.92715,2025.4689
NI,75,1,-35.958073,171.0209,1859.5896
NI,75,2,-35.958073,171.11465,1682.9799
NI,75,3,-35.958073,171.2084,1628.2506
NI,75,4,-35.958073,171.30215,1632.4456
NI,75,5,-35.958073,171.39592,1656.054
NI,75,6,-35.958073,171.48967,1664.7241
NI,75,7,-35.958073,171.58342,1659.2979
NI,75,8,-35.958073,171.67717,1628.4097
NI,75,9,-35.958073,171.77092,1588.7684
NI,75,10,-35.958073,171.86467,1558.0168
NI,75,11,-35.958073,171.95842,1533.2296
NI,75,12,-35.958073,172.05217,1526.6115
NI,75,13,-35.958073,172.14592,1492.8715
NI,75,14,-35.958073,172.23967,1451.519
NI,75,15,-35.958073,172.33344,1427.1511
NI,75,16,-35.958073,172.42719,1397.8154
NI,75,17,-35.958073,172.52094,1349.6
NI,75,18,-35.958073,172.61469,1274.6415
NI,75,19,-35.958073,172.70844,1171.6499
NI,75,20,-35.958073,172.80219,1027.2843
NI,75,21,-35.958073,172.89594,932.0765
NI,75,22,-35.958073,172.98969,828.20984
NI,75,23,-35.958073,173.08344,701.9232
NI,75,24,-35.958073,173.17719,599.1619
NI,75,25,-35.958073,173.27095,399.4085
NI,75,26,-35.958073,173.3647,302.87167
NI,75,27,-35.958073,173.45845,243.55344
NI,75,28,-35.958073,173.5522,103.6478
NI,75,29,-35.958073,173.64595,58.22666
NI,75,30,-35.958073,173.7397,9.70995
NI,75,31,-35.958073,173.83345,0
NI,75,32,-35.958073,173.9272,0
NI,75,33,-35.958073,174.02095,0
NI,75,34,-35.958073,174.1147,0
NI,75,35,-35.958073,174.20847,0
NI,75,36,-35.958073,174.30222,0
NI,75,37,-35.958073,174.39597,0
NI,75,38,-35.958073,174.48972,15.954086
NI,75,39,-35.958073,174.58347,36.589104
NI,75,40,-35.958073,174.67722,49.018948
NI,75,41,-35.958073,174.77097,75.131256
NI,75,42,-35.958073,174.86472,90.380264
NI,75,43,-35.958073,174.95847,100.65637
NI,75,44,-35.958073,175.05222,96.3203
NI,75,45,-35.958073,175.14598,63.81924
NI,75,46,-35.958073,175.23973,98.98296
NI,75,47,-35.958073,175.33348,112.809555
NI,75,48,-35.958073,175.42723,123.68486
NI,75,49,-35.958073,175.52098,134.54146
NI,75,50,-35.958073,175.61473,145.86523
NI,75,51,-35.958073,175.70848,188.61777
NI,75,52,-35.958073,175.80223,233.88965
NI,75,53,-35.958073,175.89598,256.9837
NI,75,54,-35.958073,175.98975,249.36932
NI,75,55,-35.958073,176.0835,229.23843
NI,75,56,-35.958073,176.17725,225.8681
NI,75,57,-35.958073,176.271,509.10703
NI,75,58,-35.958073,176.36475,639.1772
NI,75,59,-35.958073,176.4585,928.39746
NI,75,60,-35.958073,176.55225,901.26636
NI,75,61,-35.958073,176.646,2041.9309
NI,75,62,-35.958073,176.73975,2198.5715
NI,75,63,-35.958073,176.8335,2312.8535
NI,75,64,-35.958073,176.92726,2364.6958
NI,75,65,-35.958073,177.02101,2675.3386
NI,75,66,-35.958073,177.11476,2649.6396
NI,75,67,-35.958073,177.20851,2652.5183
NI,75,68,-35.958073,177.30226,2499.9277
NI,75,69,-35.958073,177.39601,2499.2747
NI,75,70,-35.958073,177.48976,2689.537
NI,75,71,-35.958073,177.58351,2715.9514
NI,75,72,-35.958073,177.67726,2546.37
NI,75,73,-35.958073,177.77101,2248.4688
NI,75,74,-35.958073,177.86478,2178.9626
NI,75,75,-35.958073,177.95853,1962.6665
NI,75,76,-35.958073,178.05228,2231.5923
NI,75,77,-35.958073,178.14603,2803.5437
NI,75,78,-35.958073,178.23978,2847.581
NI,75,79,-35.958073,178.33353,2881.4775
NI,75,80,-35.958073,178.42728,2639.9712
NI,75,81,-35.958073,178.52103,2503.2952
NI,75,82,-35.958073,178.61478,2450.0469
NI,75,83,-35.958073,178.70853,2461.6062
NI,75,84,-35.958073,178.80229,2486.4917
NI,75,85,-35.958073,178.89604,2499.2205
NI,75,86,-35.958073,178.98979,2500.428
NI,75,87,-35.958073,179.08354,2511.3943
NI,75,88,-35.958073,179.17729,2533.6174
NI,75,89,-35.958073,179.27104,2557.0012
NI,75,90,-35.958073,179.36479,2586.238
NI,76,0,-35.864323,170.92715,2056.5664
NI,76,1,-35.864323,171.0209,1937.1022
NI,76,2,-35.864323,171.11465,1707.7161
NI,76,3,-35.864323,171.2084,1631.7262
NI,76,4,-35.864323,171.30215,1618.5204
NI,76,5,-35.864323,171.39592,1639.8712
NI,76,6,-35.864323,171.48967,1648.8822
NI,76,7,-35.864323,171.58342,1624.8699
NI,76,8,-35.864323,171.67717,1584.3247
NI,76,9,-35.864323,171.77092,1545.8485
NI,76,10,-35.864323,171.86467,1516.4255
NI,76,11,-35.864323,171.95842,1494.9513
NI,76,12,-35.864323,172.05217,1456.8976
NI,76,13,-35.864323,172.14592,1402.9421
NI,76,14,-35.864323,172.23967,1362.0533
NI,76,15,-35.864323,172.33344,1327.1072
NI,76,16,-35.864323,172.42719,1271.1864
NI,76,17,-35.864323,172.52094,1203.0498
NI,76,18,-35.864323,172.61469,1130.2749
NI,76,19,-35.864323,172.70844,1001.17487
NI,76,20,-35.864323,172.80219,861.3401
NI,76,21,-35.864323,172.89594,710.72766
NI,76,22,-35.864323,172.98969,645.43994
NI,76,23,-35.864323,173.08344,645.24225
NI,76,24,-35.864323,173.17719,567.51965
NI,76,25,-35.864323,173.27095,328.3527
NI,76,26,-35.864323,173.3647,211.52191
NI,76,27,-35.864323,173.45845,123.136604
NI,76,28,-35.864323,173.5522,64.58243
NI,76,29,-35.864323,173.64595,19.841217
NI,76,30,-35.864323,173.7397,0
NI,76,31,-35.864323,173.83345,0
NI,76,32,-35.864323,173.9272,0
NI,76,33,-35.864323,174.02095,0
NI,76,34,-35.864323,174.1147,0
NI,76,35,-35.864323,174.20847,0
NI,76,36,-35.864323,174.30222,0
NI,76,37,-35.864323,174.39597,0
NI,76,38,-35.864323,174.48972,5.1053963
NI,76,39,-35.864323,174.58347,42.24507
NI,76,40,-35.864323,174.67722,59.96821
NI,76,41,-35.864323,174.77097,89.21702
NI,76,42,-35.864323,174.86472,115.15086
NI,76,43,-35.864323,174.95847,119.93712
NI,76,44,-35.864323,175.05222,121.293846
NI,76,45,-35.864323,175.14598,106.88905
NI,76,46,-35.864323,175.23973,135.55045
NI,76,47,-35.864323,175.33348,142.50935
NI,76,48,-35.864323,175.42723,154.65833
NI,76,49,-35.864323,175.52098,173.06403
NI,76,50,-35.864323,175.61473,198.62122
NI,76,51,-35.864323,175.70848,251.05038
NI,76,52,-35.864323,175.80223,293.1636
NI,76,53,-35.864323,175.89598,307.22717
NI,76,54,-35.864323,175.98975,307.15433
NI,76,55,-35.864323,176.0835,304.75677
NI,76,56,-35.864323,176.17725,365.36594
NI,76,57,-35.864323,176.271,559.7678
NI,76,58,-35.864323,176.36475,607.74866
NI,76,59,-35.864323,176.4585,650.92664
NI,76,60,-35.864323,176.55225,1469.0443
NI,76,61,-35.864323,176.646,2147.8184
NI,76,62,-35.864323,176.73975,2193.8228
NI,76,63,-35.864323,176.8335,2037.015
NI,76,64,-35.864323,176.92726,2391.8098
NI,76,65,-35.864323,177.02101,2678.7866
NI,76,66,-35.864323,177.11476,2663.4185
NI,76,67,-35.864323,177.20851,2625.521
NI,76,68,-35.864323,177.30226,2600.1956
NI,76,69,-35.864323,177.39601,2603.8655
NI,76,70,-35.864323,177.48976,2561.081
NI,76,71,-35.864323,177.58351,2622.8818
NI,76,72,-35.864323,177.67726,2483.6875
NI,76,73,-35.864323,177.77101,1898.7052
NI,76,74,-35.864323,177.86478,1826.1592
NI,76,75,-35.864323,177.95853,1995.8622
NI,76,76,-35.864323,178.05228,2079.8894
NI,76,77,-35.864323,178.14603,2306.9614
NI,76,78,-35.864323,178.23978,3026.6821
NI,76,79,-35.864323,178.33353,3038.2295
NI,76,80,-35.864323,178.42728,1742.7264
NI,76,81,-35.864323,178.52103,2508.2146
NI,76,82,-35.864323,178.61478,2576.1743
NI,76,83,-35.864323,178.70853,2427.431
NI,76,84,-35.864323,178.80229,2508.2249
NI,76,85,-35.864323,178.89604,2500.1155
NI,76,86,-35.864323,178.98979,2511.1538
NI,76,87,-35.864323,179.08354,2530.342
NI,76,88,-35.864323,179.17729,2547.108
NI,76,89,-35.864323,179.27104,2573.9397
NI,76,90,-35.864323,179.36479,2598.2517
NI,77,0,-35.77057,170.92715,2067.2502
NI,77,1,-35.77057,171.0209,1997.9458
NI,77,2,-35.77057,171.11465,1739.3071
NI,77,3,-35.77057,171.2084,1651.6176
NI,77,4,-35.77057,171.30215,1634.9032
NI,77,5,-35.77057,171.39592,1646.8572
NI,77,6,-35.77057,171.48967,1642.3323
NI,77,7,-35.77057,171.58342,1616.093
NI,77,8,-35.77057,171.67717,1564.1309
NI,77,9,-35.77057,171.77092,1525.9155
NI,77,10,-35.77057,171.86467,1485.4808
NI,77,11,-35.77057,171.95842,1430.7991
NI,77,12,-35.77057,172.05217,1364.3281
NI,77,13,-35.77057,172.14592,1298.5563
NI,77,14,-35.77057,172.23967,1247.4766
NI,77,15,-35.77057,172.33344,1180.5464
NI,77,16,-35.77057,172.42719,1112.4624
NI,77,17,-35.77057,172.52094,1037.8427
NI,77,18,-35.77057,172.61469,928.3032
NI,77,19,-35.77057,172.70844,751.05835
NI,77,20,-35.77057,172.80219,562.5639
NI,77,21,-35.77057,172.89594,370.32477
NI,77,22,-35.77057,172.98969,397.3476
NI,77,23,-35.77057,173.08344,363.4946
NI,77,24,-35.77057,173.17719,293.71002
NI,77,25,-35.77057,173.27095,193.21222
NI,77,26,-35.77057,173.3647,122.17284
NI,77,27,-35.77057,173.45845,68.41412
NI,77,28,-35.77057,173.5522,22.010489
NI,77,29,-35.77057,173.64595,0
NI,77,30,-35.77057,173.7397,0
NI,77,31,-35.77057,173.83345,0
NI,77,32,-35.77057,173.9272,0
NI,77,33,-35.77057,174.02095,0
NI,77,34,-35.77057,174.1147,0
NI,77,35,-35.77057,174.20847,0
NI,77,36,-35.77057,174.30222,0
NI,77,37,-35.77057,174.39597,0
NI,77,38,-35.77057,174.48972,0
NI,77,39,-35.77057,174.58347,45.539787
NI,77,40,-35.77057,174.67722,87.98317
NI,77,41,-35.77057,174.77097,111.41381
NI,77,42,-35.77057,174.86472,127.35016
NI,77,43,-35.77057,174.95847,137.25787
NI,77,44,-35.77057,175.05222,139.6634
NI,77,45,-35.77057,175.14598,148.24663
NI,77,46,-35.77057,175.23973,158.94589
NI,77,47,-35.77057,175.33348,168.34807
NI,77,48,-35.77057,175.42723,192.57007
NI,77,49,-35.77057,175.52098,232.45828
NI,77,50,-35.77057,175.61473,276.49374
NI,77,51,-35.77057,175.70848,338.2412
NI,77,52,-35.77057,175.80223,364.2793
NI,77,53,-35.77057,175.89598,348.54456
NI,77,54,-35.77057,175.98975,348.1374
NI,77,55,-35.77057,176.0835,421.80438
NI,77,56,-35.77057,176.17725,676.29034
NI,77,57,-35.77057,176.271,701.20636
NI,77,58,-35.77057,176.36475,569.522
NI,77,59,-35.77057,176.4585,791.89886
NI,77,60,-35.77057,176.55225,1977.3951
NI,77,61,-35.77057,176.646,2261.1865
NI,77,62,-35.77057,176.73975,2134.316
NI,77,63,-35.77057,176.8335,2021.6967
NI,77,64,-35.77057,176.92726,2403.751
NI,77,65,-35.77057,177.02101,2318.4146
NI,77,66,-35.77057,177.11476,2479.28
NI,77,67,-35.77057,177.20851,2613.6318
NI,77,68,-35.77057,177.30226,2637.7495
NI,77,69,-35.77057,177.39601,2644.373
NI,77,70,-35.77057,177.48976,2397.1074
NI,77,71,-35.77057,177.58351,2396.1565
NI,77,72,-35.77057,177.67726,1930.0892
NI,77,73,-35.77057,177.77101,1682.9286
NI,77,74,-35.77057,177.86478,2392.9248
NI,77,75,-35.77057,177.95853,2734.886
NI,77,76,-35.77057,178.05228,2003.8678
NI,77,77,-35.77057,178.14603,2840.9197
NI,77,78,-35.77057,178.23978,2526.48
NI,77,79,-35.77057,178.33353,2996.7622
NI,77,80,-35.77057,178.42728,2334.1377
NI,77,81,-35.77057,178.52103,1623.0012
NI,77,82,-35.77057,178.61478,2498.12
NI,77,83,-35.77057,178.70853,1960.4644
NI,77,84,-35.77057,178.80229,2300.376
NI,77,85,-35.77057,178.89604,2499.8652
NI,77,86,-35.77057,178.98979,2531.6914
NI,77,87,-35.77057,179.08354,2546.5261
NI,77,88,-35.77057,179.17729,2558.3767
NI,77,89,-35.77057,179.27104,2586.8125
NI,77,90,-35.77057,179.36479,2607.0215
NI,78,0,-35.67682,170.92715,2034.1844
NI,78,1,-35.67682,171.0209,2019.51
NI,78,2,-35.67682,171.11465,1866.2372
NI,78,3,-35.67682,171.2084,1732.3452
NI,78,4,-35.67682,171.30215,1687.3645
NI,78,5,-35.67682,171.39592,1657.1299
NI,78,6,-35.67682,171.48967,1649.9395
NI,78,7,-35.67682,171.58342,1626.1313
NI,78,8,-35.67682,171.67717,1570.4773
NI,78,9,-35.67682,171.77092,1517.9907
NI,78,10,-35.67682,171.86467,1459.0841
NI,78,11,-35.67682,171.95842,1392.0916
NI,78,12,-35.67682,172.05217,1302.4722
NI,78,13,-35.67682,172.14592,1221.5907
NI,78,14,-35.67682,172.23967,1148.9888
NI,78,15,-35.67682,172.33344,1057.2094
NI,78,16,-35.67682,172.42719,967.90204
NI,78,17,-35.67682,172.52094,860.0951
NI,78,18,-35.67682,172.61469,720.2501
NI,78,19,-35.67682,172.70844,616.7216
NI,78,20,-35.67682,172.80219,551.4434
NI,78,21,-35.67682,172.89594,384.7757
NI,78,22,-35.67682,172.98969,350.99277
NI,78,23,-35.67682,173.08344,322.91382
NI,78,24,-35.67682,173.17719,234.0573
NI,78,25,-35.67682,173.27095,137.4397
NI,78,26,-35.67682,173.3647,72.97674
NI,78,27,-35.67682,173.45845,34.648254
NI,78,28,-35.67682,173.5522,0
NI,78,29,-35.67682,173.64595,0
NI,78,30,-35.67682,173.7397,0
NI,78,31,-35.67682,173.83345,0
NI,78,32,-35.67682,173.9272,0
NI,78,33,-35.67682,174.02095,0
NI,78,34,-35.67682,174.1147,0
NI,78,35,-35.67682,174.20847,0
NI,78,36,-35.67682,174.30222,0
NI,78,37,-35.67682,174.39597,0
NI,78,38,-35.67682,174.48972,0
NI,78,39,-35.67682,174.58347,52.18387
NI,78,40,-35.67682,174.67722,101.812416
NI,78,41,-35.67682,174.77097,123.18232
NI,78,42,-35.67682,174.86472,140.85315
NI,78,43,-35.67682,174.95847,159.71092
NI,78,44,-35.67682,175.05222,180.44669
NI,78,45,-35.67682,175.14598,188.17491
NI,78,46,-35.67682,175.23973,195.85893
NI,78,47,-35.67682,175.33348,202.68616
NI,78,48,-35.67682,175.42723,250.27002
NI,78,49,-35.67682,175.52098,322.7749
NI,78,50,-35.67682,175.61473,352.86688
NI,78,51,-35.67682,175.70848,331.36526
NI,78,52,-35.67682,175.80223,353.08905
NI,78,53,-35.67682,175.89598,354.33856
NI,78,54,-35.67682,175.98975,748.85956
NI,78,55,-35.67682,176.0835,697.33484
NI,78,56,-35.67682,176.17725,650.7651
NI,78,57,-35.67682,176.271,1517.8678
NI,78,58,-35.67682,176.36475,896.98785
NI,78,59,-35.67682,176.4585,1642.0397
NI,78,60,-35.67682,176.55225,1712.9977
NI,78,61,-35.67682,176.646,2290.6245
NI,78,62,-35.67682,176.73975,2282.031
NI,78,63,-35.67682,176.8335,2093.8855
NI,78,64,-35.67682,176.92726,1985.7385
NI,78,65,-35.67682,177.02101,2042.9673
NI,78,66,-35.67682,177.11476,2172.234
NI,78,67,-35.67682,177.20851,2261.8389
NI,78,68,-35.67682,177.30226,2399.73
NI,78,69,-35.67682,177.39601,2538.2322
NI,78,70,-35.67682,177.48976,2260.3855
NI,78,71,-35.67682,177.58351,2182.1382
NI,78,72,-35.67682,177.67726,2399.2908
NI,78,73,-35.67682,177.77101,2287.1128
NI,78,74,-35.67682,177.86478,2356.5718
NI,78,75,-35.67682,177.95853,2636.3752
NI,78,76,-35.67682,178.05228,2636.3281
NI,78,77,-35.67682,178.14603,2601.937
NI,78,78,-35.67682,178.23978,2547.1924
NI,78,79,-35.67682,178.33353,2180.1384
NI,78,80,-35.67682,178.42728,2163.5027
NI,78,81,-35.67682,178.52103,2052.4001
NI,78,82,-35.67682,178.61478,2569.859
NI,78,83,-35.67682,178.70853,2717.921
NI,78,84,-35.67682,178.80229,1631.3684
NI,78,85,-35.67682,178.89604,2323.899
NI,78,86,-35.67682,178.98979,2530.8887
NI,78,87,-35.67682,179.08354,2557.635
NI,78,88,-35.67682,179.17729,2579.4124
NI,78,89,-35.67682,179.27104,2602.3457
NI,78,90,-35.67682,179.36479,2619.6604
NI,79,0,-35.58307,170.92715,2034.0066
NI,79,1,-35.58307,171.0209,2030.3179
NI,79,2,-35.58307,171.11465,1955.5903
NI,79,3,-35.58307,171.2084,1831.4656
NI,79,4,-35.58307,171.30215,1792.0334
NI,79,5,-35.58307,171.39592,1741.1829
NI,79,6,-35.58307,171.48967,1728.3025
NI,79,7,-35.58307,171.58342,1696.388
NI,79,8,-35.58307,171.67717,1646.1718
NI,79,9,-35.58307,171.77092,1571.5333
NI,79,10,-35.58307,171.86467,1501.3604
NI,79,11,-35.58307,171.95842,1441.261
NI,79,12,-35.58307,172.05217,1331.9617
NI,79,13,-35.58307,172.14592,1233.5886
NI,79,14,-35.58307,172.23967,1126.6838
NI,79,15,-35.58307,172.33344,998.7735
NI,79,16,-35.58307,172.42719,863.64777
NI,79,17,-35.58307,172.52094,723.32715
NI,79,18,-35.58307,172.61469,609.81354
NI,79,19,-35.58307,172.70844,517.0988
NI,79,20,-35.58307,172.80219,470.3143
NI,79,21,-35.58307,172.89594,425.61298
NI,79,22,-35.58307,172.98969,334.89526
NI,79,23,-35.58307,173.08344,219.69794
NI,79,24,-35.58307,173.17719,147.56491
NI,79,25,-35.58307,173.27095,76.93405
NI,79,26,-35.58307,173.3647,34.38724
NI,79,27,-35.58307,173.45845,0
NI,79,28,-35.58307,173.5522,0
NI,79,29,-35.58307,173.64595,0
NI,79,30,-35.58307,173.7397,0
NI,79,31,-35.58307,173.83345,0
NI,79,32,-35.58307,173.9272,0
NI,79,33,-35.58307,174.02095,0
NI,79,34,-35.58307,174.1147,0
NI,79,35,-35.58307,174.20847,0
NI,79,36,-35.58307,174.30222,0
NI,79,37,-35.58307,174.39597,0
NI,79,38,-35.58307,174.48972,0
NI,79,39,-35.58307,174.58347,72.15191
NI,79,40,-35.58307,174.67722,109.47952
NI,79,41,-35.58307,174.77097,134.68925
NI,79,42,-35.58307,174.86472,155.67903
NI,79,43,-35.58307,174.95847,213.24844
NI,79,44,-35.58307,175.05222,280.08743
NI,79,45,-35.58307,175.14598,328.19296
NI,79,46,-35.58307,175.23973,318.90463
NI,79,47,-35.58307,175.33348,337.36783
NI,79,48,-35.58307,175.42723,407.5384
NI,79,49,-35.58307,175.52098,594.9379
NI,79,50,-35.58307,175.61473,700.17834
NI,79,51,-35.58307,175.70848,403.32574
NI,79,52,-35.58307,175.80223,339.51114
NI,79,53,-35.58307,175.89598,368.15955
NI,79,54,-35.58307,175.98975,456.15005
NI,79,55,-35.58307,176.0835,1263.6294
NI,79,56,-35.58307,176.17725,1556.4414
NI,79,57,-35.58307,176.271,1781.206
NI,79,58,-35.58307,176.36475,1957.4542
NI,79,59,-35.58307,176.4585,2014.4657
